text,image
네,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/ne_002_.png
네,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/ne_201_.png
놀이터에갈래요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/nol_i_teo_e_gal_rae_yo_001_.png
놀이터에갈래요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/nol_i_teo_e_gal_rae_yo_002_.png
다시말해주세요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/da_si_mal_hae_ju_se_yo_.png
다시설명해주세요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/da_si_seol_myeong_hae_ju_se_yo_.png
다음시간은뭐예요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/da_eum_si_gan_eun_mweo_ye_yo_.png
더주세요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/deo_ju_se_yo_001_.png
더주세요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/deo_ju_se_yo_002_.png
더주세요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/deo_ju_se_yo_201_.png
덮어요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/deop_eo_yo_201_.png
도망쳐요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/do_mang_cyeo_yo_201_.png
도시락(물병),http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/do_si_rag_mul_byeong_.png
도와주세요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/do_wa_ju_se_yo_.png
동물원에갈래요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/dong_mul_weon_e_gal_rae_yo_.png
리필해주세요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/ri_pil_hae_ju_se_yo_.png
몰라요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/mol_ra_yo_.png
몰라요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/mol_ra_yo_201_.png
물먹고싶어요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/mul_meog_go_sip_eo_yo_.png
뭐예요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/mweo_ye_yo_001_.png
뭐예요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/mweo_ye_yo_002_.png
미안합니다,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/mi_an_hab_ni_da_001_.png
미안합니다,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/mi_an_hab_ni_da_002_.png
미안합니다,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/mi_an_hab_ni_da_003_.png
미안합니다,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/mi_an_hab_ni_da_201_.png
밖에나가고싶어요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/bagg_e_na_ga_go_sip_eo_yo_001_.png
밖에나가고싶어요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/bagg_e_na_ga_go_sip_eo_yo_002_.png
밖에나가고싶어요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/bagg_e_na_ga_go_sip_eo_yo_201_.png
배고파요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/bae_go_pa_yo_.png
배고파요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/bae_go_pa_yo_201_.png
별로에요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/byeol_ro_e_yo_201_.png
빵집,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/bbang_jib_.png
사고싶은게있어요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/sa_go_sip_eun_ge_iss_eo_yo_001_.png
사고싶은게있어요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/sa_go_sip_eun_ge_iss_eo_yo_002_.png
사랑해,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/sa_rang_hae_201_.png
사랑해요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/sa_rang_hae_yo_001_.png
사랑해요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/sa_rang_hae_yo_002_.png
사주세요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/sa_ju_se_yo_001_.png
사주세요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/sa_ju_se_yo_002_.png
서점,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/seo_jeom_.png
선생님,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/seon_saeng_nim_007_.png
소풍,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/so_pung_001_.png
소풍,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/so_pung_002_1.png
수업시간,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/su_eob_si_gan_001_.png
수업시간,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/su_eob_si_gan_002_.png
숙제있어요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/sug_je_iss_eo_yo_001_.png
숙제있어요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/sug_je_iss_eo_yo_002_.png
숙제할래요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/sug_je_hal_rae_yo_.png
숙제할래요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/sug_je_hal_rae_yo_201_.png
슈퍼마트,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/syu_peo_ma_teu_.png
싫어요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/silh_eo_yo_.png
아니오,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/a_ni_o_001_.png
아니오,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/a_ni_o_002_.png
아니오,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/a_ni_o_003_.png
아니오,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/a_ni_o_201_.png
아빠,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/a_bba_001_.png
아빠,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/a_bba_002_.png
아빠,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/a_bba_003_.png
아빠,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/a_bba_201_.png
아파요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/a_pa_yo_001_.png
아파요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/a_pa_yo_002_.png
아파요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/a_pa_yo_003_.png
아파요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/a_pa_yo_201_.png
안녕하세요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/an_nyeong_ha_se_yo_001_.png
안녕하세요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/an_nyeong_ha_se_yo_002_.png
안녕하세요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/an_nyeong_ha_se_yo_003_.png
안녕하세요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/an_nyeong_ha_se_yo_201_.png
안녕히가세요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/an_nyeong_hi_ga_se_yo_001_.png
안녕히가세요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/an_nyeong_hi_ga_se_yo_002_.png
안녕히가세요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/an_nyeong_hi_ga_se_yo_003_.png
안아요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/an_a_yo_201_.png
알림장써주세요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/al_rim_jang_sseo_ju_se_yo_001_.png
알림장써주세요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/al_rim_jang_sseo_ju_se_yo_002_.png
알림장써주세요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/al_rim_jang_sseo_ju_se_yo_003_.png
알림장써주세요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/al_rim_jang_sseo_ju_se_yo_201_.png
어디,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/eo_di_201_.png
어디있어요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/eo_di_iss_eo_yo_001_.png
어디있어요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/eo_di_iss_eo_yo_002_.png
어디있어요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/eo_di_iss_eo_yo_003_.png
언제끝나요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/eon_je_ggeut_na_yo_001_.png
언제끝나요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/eon_je_ggeut_na_yo_002_.png
언제끝나요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/eon_je_ggeut_na_yo_201_.png
얼마예요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/eol_ma_ye_yo_.png
엄마,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/eom_ma_001_.png
엄마,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/eom_ma_002_.png
엄마,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/eom_ma_003_.png
엄마,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/eom_ma_004_.png
엄마,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/eom_ma_005_.png
엄마,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/eom_ma_201_.png
엄마전화번호는_에요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/eom_ma_jeon_hwa_beon_ho_neun_e_yo_001_.png
엄마전화번호는_에요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/eom_ma_jeon_hwa_beon_ho_neun_e_yo_002_.png
엘리베이터,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/el_ri_be_i_teo_001_.png
엘리베이터,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/el_ri_be_i_teo_002_.png
여기있어요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/yeo_gi_iss_eo_yo_201_.png
영화관,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/yeong_hwa_gwan_1.png
영화보고싶어요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/yeong_hwa_bo_go_sip_eo_yo_.png
영화보고싶어요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/yeong_hwa_bo_go_sip_eo_yo_201_.png
외식해요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/oe_sig_hae_yo_001_.png
외식해요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/oe_sig_hae_yo_002_.png
우리가족은_명이에요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/u_ri_ga_jog_eun_myeong_i_e_yo_.png
우리집,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/u_ri_jib_.png
우리집주소는_입니다,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/u_ri_jib_ju_so_neun_ib_ni_da_.png
우리집주소는00입니다,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/u_ri_jib_ju_so_neun_xx_ib_ni_da_201_.png
운동복,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/un_dong_bog_.png
운동화,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/un_dong_hwa_001_.png
운동화,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/un_dong_hwa_002_.png
운동화,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/un_dong_hwa_201_.png
운동회,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/un_dong_hoe_.png
운동회,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/un_dong_hoe_201_.png
유치원,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/yu_ci_weon_201_.png
이해해요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/i_hae_hae_yo_201_.png
이해했어요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/i_hae_haess_eo_yo_.png
입구,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/ib_gu_201_.png
자리가불편해요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/ja_ri_ga_bul_pyeon_hae_yo_.png
자세가불편해요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/ja_se_ga_bul_pyeon_hae_yo_.png
잘가,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/jal_ga_001_.png
잘가,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/jal_ga_002_.png
잘래요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/jal_rae_yo_.png
잘먹었습니다,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/jal_meog_eoss_seub_ni_da_.png
잘먹었습니다,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/jal_meog_eoss_seub_ni_da_201_.png
잠깐만요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/jam_ggan_man_yo_001_.png
잠깐만요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/jam_ggan_man_yo_002_.png
저는_를싫어해요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/jeo_neun_reul_silh_eo_hae_yo_.png
저는_를좋아해요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/jeo_neun_reul_joh_a_hae_yo_.png
저는_색을좋아해요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/jeo_neun_saeg_eul_joh_a_hae_yo_.png
저는_알레르기가있어요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/jeo_neun_al_re_reu_gi_ga_iss_eo_yo_.png
저는_학교(유치원)에다녀요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/jeo_neun_hag_gyo_yu_ci_weon_e_da_nyeo_yo_.png
저는-말하는데-어려움이-있어요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/jeo_neun_mal_ha_neun_de_eo_ryeo_um_i_iss_eo_yo_002_.png
저는말하는데어려움이있어요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/jeo_neun_mal_ha_neun_de_eo_ryeo_um_i_iss_eo_yo_001_.png
저는말하는데어려움이있어요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/jeo_neun_mal_ha_neun_de_eo_ryeo_um_i_iss_eo_yo_201_.png
저는아토피가있어요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/jeo_neun_a_to_pi_ga_iss_eo_yo_.png
저는이도구(기계)를사용해서얘기해요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/jeo_neun_i_do_gu_gi_gye_reul_sa_yong_hae_seo_yae_gi_hae_yo_.png
저는이도구를사용해서대화해요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/jeo_neun_i_do_gu_reul_sa_yong_hae_seo_dae_hwa_hae_yo_201_.png
제가심하게움직이니까놀라지마세요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/je_ga_sim_ha_ge_um_jig_i_ni_gga_nol_ra_ji_ma_se_yo_.png
제가천천히말해도기다려주세요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/je_ga_ceon_ceon_hi_mal_hae_do_gi_da_ryeo_ju_se_yo_.png
제가천천히말해도기다려주세요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/je_ga_ceon_ceon_hi_mal_hae_do_gi_da_ryeo_ju_se_yo_201_.png
제가할래요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/je_ga_hal_rae_yo_.png
제가할래요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/je_ga_hal_rae_yo_201_.png
제발요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/je_bal_yo_201_.png
조퇴할래요,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/jo_toe_hal_rae_yo_.png
좋아,http://220.69.171.28:8080/Symbol/Symbol/n1_gi_bon_gi_neung_ki_/n1_zcorez_/joh_a_201_.png
